logradouro,faixas,limite_velocidade,mao_unica,superficie,tipo_via,tamanho
ALAMEDA DOS MARUAS,2,NA,NA,asphalt,residential,675.512825264304
ALAMEDA DOS MELROS,NA,NA,NA,NA,residential,70.82090858510563
ALAMEDA DOS MOGNOS,NA,NA,NA,NA,residential,276.68239944402603
ALAMEDA DOS NHAMBIQUARAS,2.5,41.67,yes,asphalt,tertiary,2263.462248844197
ALAMEDA DOS PAMARIS,NA,NA,NA,asphalt,residential,339.4704875893598
ALAMEDA DOS PAPAGAIOS,NA,NA,NA,NA,residential,248.91692564039238
ALAMEDA DOS PARDAIS,NA,NA,NA,unpaved,residential,552.06374115835
ALAMEDA DOS PAVOES,NA,NA,NA,NA,unclassified,205.47307861311708
ALAMEDA DOS PELICANOS,NA,NA,NA,NA,residential,821.7596570849278
ALAMEDA DOS PESSEGUEIROS,NA,NA,NA,asphalt,residential,121.32039199425473
ALAMEDA DOS PINHEIROS,NA,NA,NA,NA,residential,1175.8177218561161
ALAMEDA DOS PINTA SILGOS,NA,NA,NA,NA,service,51.042659475373554
ALAMEDA DOS PINTASILGOS,NA,NA,no,NA,residential,437.88661623422365
ALAMEDA DOS PINTASSILGOS,NA,NA,NA,NA,residential,600.6471606983612
ALAMEDA DOS PIRATININS,2,NA,NA,asphalt,residential,1169.638551912084
ALAMEDA DOS QUINIMURAS,2,NA,yes,asphalt,residential,535.5711774842218
ALAMEDA DOS RESEDAS,NA,40,NA,asphalt,residential,230.51341520727505
ALAMEDA DOS ROUXINIOIS,NA,NA,NA,NA,residential,202.4592155412135
ALAMEDA DOS ROUXINOIS,NA,NA,NA,NA,residential,127.62693471912333
ALAMEDA DOS SABIAS,NA,NA,no,unpaved,residential,1512.861780978659
ALAMEDA DOS SAIRAS,2,NA,NA,asphalt,residential,1402.8361787211857
ALAMEDA DOS SALGUEIROS,NA,NA,NA,NA,residential,357.002943593814
ALAMEDA DOS SORIMAS,2,NA,yes,asphalt,residential,466.52892839924164
ALAMEDA DOS TACAUNAS,2,NA,NA,asphalt,residential,817.3432790863194
ALAMEDA DOS TANGARAS,NA,NA,no,NA,residential,305.39223624815116
ALAMEDA DOS TUCANOS,NA,NA,NA,NA,unclassified,149.16772080405264
ALAMEDA DOS TUPINAS,1,NA,yes,asphalt,tertiary,784.6392645149097
ALAMEDA DOS TUPINIQUINS,NA,40,no,asphalt,residential,1450.604533267017
ALAMEDA DOS TUPINIQUINS 1089,NA,40,yes,asphalt,residential,115.53410650523712
ALAMEDA DOS UAPES,2,NA,NA,asphalt,residential,1101.5444241896878
ALAMEDA DOS UBIATANS,1,NA,yes,asphalt,residential,700.4668648690779
ALAMEDA DOS UIRAPURUS,NA,NA,NA,asphalt,residential,740.769053108967
ALAMEDA DOUTOR JULIO DE MESQUITA FILHO,NA,NA,NA,NA,residential,59.28498632650929
ALAMEDA EBENEZER,NA,NA,NA,NA,service,107.61150500603479
ALAMEDA EDUARDO PRADO,2,NA,yes,asphalt,secondary,870.1601967672732
ALAMEDA EL SALVADOR,NA,NA,NA,NA,residential,179.04461340472838
ALAMEDA EL SHADAI,NA,NA,NA,NA,service,77.29438265861985
ALAMEDA ELEFANTE,NA,NA,NA,NA,service,233.1749987401647
ALAMEDA ESPANHA,NA,NA,NA,NA,residential,310.9604041218511
ALAMEDA EUROPA,2,NA,no,asphalt,tertiary,1491.6369835642768
ALAMEDA FAIANCA,NA,40,yes,asphalt,residential,210.32931714239953
ALAMEDA FELICIANO DE JESUS,NA,NA,NA,NA,residential,125.67263878077448
ALAMEDA FELINOS,NA,NA,NA,NA,service,202.3917289702518
ALAMEDA FERNAO CARDIM,2,40,yes,asphalt,residential,447.7945277253118
ALAMEDA FLAMBOYANT,NA,30,NA,paved,residential,277.0573088052441
ALAMEDA FLOR DE PESSEGUEIRO,NA,NA,NA,NA,residential,348.46427150609856
ALAMEDA FRANCA,2,40,yes,asphalt,residential,2057.741155999916
ALAMEDA FRANCISCO ALVES,NA,40,yes,asphalt,residential,281.7571851267388
ALAMEDA FRANCK RICHARDS,NA,NA,yes,NA,residential,169.1565006175686
ALAMEDA GABRIEL MONTEIRO DA SILVA,2.47,40,yes,asphalt,tertiary,3021.025066403442
ALAMEDA GALVAO,NA,NA,NA,NA,residential,540.8460506432024
ALAMEDA GASPAR NOGUEIRA,NA,NA,yes,asphalt,residential,278.10932776670813
ALAMEDA GAVIAL,NA,NA,NA,NA,service,273.0764557446135
ALAMEDA GIRAFA,NA,NA,NA,NA,service,90.37228317807957
ALAMEDA GLETE,2,NA,yes,asphalt,residential,1101.914263550661
ALAMEDA GLORIA,1.67,42.5,yes,asphalt,residential,815.2146229561939
ALAMEDA GOIAS,NA,NA,NA,NA,residential,153.47197220874656
ALAMEDA GUAIASES,NA,20,yes,asphalt,residential,819.3899273542031
ALAMEDA GUAIRACA,NA,NA,NA,NA,residential,160.93174229101214
ALAMEDA GUANABARA,NA,NA,NA,NA,residential,322.8144111179488
ALAMEDA GUANANDI,NA,NA,NA,asphalt,residential,194.84556014434034
ALAMEDA GUAPURUVU,NA,30,NA,NA,residential,266.2415667375208
ALAMEDA HUGO VENTURA,NA,NA,NA,paved,residential,1780.430158427205
ALAMEDA HUMBERTA HERMES,NA,NA,NA,NA,residential,81.42927141685816
ALAMEDA IBIRACEMAS,NA,NA,NA,asphalt,residential,113.90470441407828
ALAMEDA INAJA,NA,NA,yes,asphalt,unclassified,339.5337633701263
ALAMEDA INGLATERRA,NA,NA,NA,NA,residential,1432.2831472444643
ALAMEDA INHAUMA,NA,NA,yes,asphalt,residential,601.5659431564287
ALAMEDA IRAE,3,50,yes,asphalt,residential,662.2769081934888
ALAMEDA IRAUNA,NA,NA,NA,NA,residential,267.9276165937074
ALAMEDA ITAGUARE,NA,NA,NA,NA,residential,218.04180585547152
ALAMEDA ITALIA,NA,NA,NA,NA,residential,1612.2792149821016
ALAMEDA ITAPEMA,NA,NA,no,NA,residential,370.7154503308771
ALAMEDA ITAPUA,NA,NA,NA,NA,residential,219.89809673567459
ALAMEDA ITATIAIA,NA,NA,NA,NA,residential,400.24454972168655
ALAMEDA ITU,2,40,yes,asphalt,residential,1627.1827713162131
ALAMEDA ITUPIRANGA,NA,NA,yes,asphalt,residential,414.2934546032999
ALAMEDA JASMIM,NA,NA,NA,unpaved,unclassified,612.7753290173487
ALAMEDA JATOBA,NA,NA,NA,asphalt,residential,227.27200869804045
ALAMEDA JAU,2.4,45,yes,asphalt,residential,2058.979767993698
ALAMEDA JAUAPERI,NA,40,yes,asphalt,residential,1900.5550838263164
ALAMEDA JEQUITIBA,NA,30,NA,paved,residential,280.0761583639885
ALAMEDA JEQUITIBAS,NA,NA,NA,asphalt,residential,277.1489233925583
ALAMEDA JERONIMO FERREIRA MENEZES,NA,30,NA,NA,residential,136.67275414073848
ALAMEDA JOAO DE BARRO,NA,NA,NA,NA,residential,270.3107236889954
ALAMEDA JOAO GALEGO,2,NA,yes,asphalt,tertiary,1062.0899632018763
ALAMEDA JOAQUIM EUGENIO DE LIMA,3,41.67,yes,asphalt,residential,1820.2872874045481
ALAMEDA JOAQUIM JOSE DE MATTOS,NA,NA,no,paved,residential,166.87192320757183
ALAMEDA JOSE BERNARDO ANTONIO,NA,NA,NA,NA,residential,58.92443406210857
ALAMEDA JOSE LOPES DE ALMEIDA,2,NA,NA,asphalt,residential,370.44068894718225
ALAMEDA JOSEFINA LEME ZAMATARO,NA,30,NA,sett,residential,269.4823832581593
ALAMEDA LAGO,NA,NA,NA,NA,service,506.3570019266066
ALAMEDA LAGO DAS AVES,NA,NA,NA,NA,residential,350.77126627163193
ALAMEDA LAMBRUSCO,NA,NA,NA,asphalt,residential,205.5343357570467
ALAMEDA LEAO,NA,NA,NA,NA,service,440.7436368291461
ALAMEDA LOBO,NA,NA,NA,NA,service,274.31082444786557
ALAMEDA LORENA,2,45,yes,asphalt,residential,3151.9487426646792
ALAMEDA LOURENCO AUGUSTO DE SOUZA,NA,NA,NA,NA,residential,47.179816806488446
ALAMEDA LUXEMBURGO,NA,NA,yes,asphalt,residential,1203.797009386311
ALAMEDA MACIEIRA DA MAIA,NA,NA,NA,NA,residential,215.31459383792588
ALAMEDA MAIDURANAS,NA,NA,NA,NA,residential,224.4530457636949
ALAMEDA MALBEC,NA,NA,NA,asphalt,residential,624.8086272663635
ALAMEDA MANACA,NA,NA,yes,asphalt,residential,467.10175067724987
ALAMEDA MANACAS,NA,NA,NA,NA,residential,246.19737748184912
ALAMEDA MANUEL JESUS DE FREITAS,NA,NA,NA,NA,residential,33.625363386459604
ALAMEDA MARIA DA SILVA,NA,NA,NA,NA,residential,94.63777704706222
ALAMEDA MARIA JOSE REGO CORDEIRO,NA,NA,NA,NA,residential,87.00952728140338
ALAMEDA MARQUES DE BARBACENA,NA,NA,NA,asphalt,residential,289.5882386339759
ALAMEDA MARTINS,NA,NA,NA,NA,residential,179.70437481085315
ALAMEDA MARTINS FONTES,2.12,NA,no,asphalt,secondary,337.03735951035264
ALAMEDA MATO GROSSO,NA,NA,NA,NA,residential,354.10061696244395
ALAMEDA MAURO ZELANTE,NA,30,NA,NA,residential,307.45893881100915
ALAMEDA MELISSA,NA,NA,NA,unpaved,unclassified,193.27285671756684
ALAMEDA MERLOT,NA,NA,NA,asphalt,residential,109.19696614130069
ALAMEDA MEXICO,NA,NA,NA,asphalt,residential,855.043690471774
ALAMEDA MINAS GERAIS,NA,NA,NA,asphalt,residential,521.2405411353363
ALAMEDA MINISTRO ROCHA AZEVEDO,2.8,40,yes,asphalt,residential,1547.3795080585815
ALAMEDA MONACO,NA,NA,NA,unpaved,residential,264.19484389458717
ALAMEDA MONTE VERDE,NA,NA,NA,NA,residential,201.33642634253022
ALAMEDA MONTEOLIVA PEINADO,NA,NA,NA,NA,residential,240.07499828823353
ALAMEDA NASCENTES,NA,NA,NA,paved,residential,75.27005884344956
ALAMEDA NOBELINA PEREIRA MACHADO,NA,NA,NA,unpaved,service,157.22670006395958
ALAMEDA NORUEGA,NA,NA,NA,NA,residential,202.32047600470028
ALAMEDA NOTHMANN,1.9,NA,yes,asphalt,residential,1251.8974208438294
ALAMEDA NOVE DE OUTUBRO,NA,NA,no,paved,residential,109.35814001945076
ALAMEDA OCEANIA,NA,NA,NA,NA,unclassified,254.55901267105332
ALAMEDA OITI,NA,30,NA,paved,residential,285.58676341981925
ALAMEDA OLGA,2,40,yes,asphalt,tertiary,326.16207555447875
ALAMEDA ONCA,NA,NA,NA,asphalt,residential,157.50240668735486
ALAMEDA PABLO PODESTA,NA,NA,NA,NA,service,131.9519157171506
ALAMEDA PADRE EURIPIDES VIGILATO PAIXAO,NA,NA,NA,NA,residential,115.0117110805532
ALAMEDA PADRE MANOEL DA NOBREGA,NA,NA,NA,NA,residential,202.03916406142807
ALAMEDA PAINEIRA VERMELHA,NA,NA,NA,NA,service,130.23312913356077
ALAMEDA PARA,NA,NA,NA,NA,residential,464.808895844534
ALAMEDA PARACAIMA,NA,NA,NA,NA,residential,393.9115008962535
ALAMEDA PARANA,NA,NA,NA,NA,residential,269.8418900830561
ALAMEDA PARATY,NA,NA,NA,NA,residential,1292.6419725973028
ALAMEDA PARDAIS,NA,NA,NA,NA,residential,371.59917199332654
ALAMEDA PARQUE,2,NA,NA,asphalt,residential,436.4445525697038
ALAMEDA PARQUE DOS GIRASSOIS,NA,NA,NA,NA,residential,816.4903868591765
ALAMEDA PAU BRASIL,NA,NA,NA,NA,residential,146.2374880555469
ALAMEDA PAU CIGARRA,NA,NA,NA,NA,service,11.51642854076646
ALAMEDA PAU MARFIM,NA,NA,NA,NA,residential,565.3484880346399
ALAMEDA PAUINCENSO,NA,NA,NA,NA,residential,250.60400716873892
ALAMEDA PAULO GONCALVES,NA,NA,no,asphalt,residential,1073.0598287954497
ALAMEDA PEDRO VASQUES,NA,NA,NA,NA,residential,84.01279379137097
ALAMEDA PELOURINHO,NA,NA,no,NA,residential,158.05496742191
ALAMEDA PERIQUITOS,NA,NA,NA,NA,residential,255.15946832271683
ALAMEDA PINHEIRO,NA,NA,NA,NA,residential,71.90558777311008
ALAMEDA PINHEIROS,NA,NA,yes,NA,residential,995.73091437623
ALAMEDA PINOT,NA,NA,NA,asphalt,residential,714.1120020823286
ALAMEDA PINTASSILGOS,NA,NA,NA,NA,residential,141.83427308618482
ALAMEDA PIRACICABA,NA,NA,NA,unpaved,residential,555.4601754497482
ALAMEDA PIRAPORA,NA,NA,NA,NA,residential,227.12677216550313
ALAMEDA PORCELANA,NA,40,yes,asphalt,residential,303.1995707662414
ALAMEDA POROROCA,NA,NA,NA,NA,residential,283.88239700991096
ALAMEDA PORTUGAL,NA,NA,NA,unpaved,residential,242.32370305020652
ALAMEDA PRATA,NA,NA,NA,NA,residential,122.93753035044416
ALAMEDA PRIMEIRO SARGENTO BASILIO NOGUEIRA DA COSTA,2.33,40,NA,asphalt,secondary,394.38332287842996
ALAMEDA PRIMEIRO SARGENTO OSMAR CORTES CLARO,1,50,yes,asphalt,residential,526.0527580484145
ALAMEDA PRINCESA ISABEL,2,40,yes,asphalt,residential,710.4965264253536
ALAMEDA PRINCIPAL,NA,NA,NA,NA,service,144.6039687090152
ALAMEDA RAINHA SANTA,NA,NA,yes,asphalt,residential,1006.0178039935454
ALAMEDA RAJA GABAGLIA,NA,40,no,asphalt,residential,314.4321143924702
ALAMEDA RESEDA,NA,NA,NA,NA,residential,189.35825860059094
ALAMEDA RIBEIRAO PRETO,2,40,no,asphalt,residential,805.4175779062086
ALAMEDA RIBEIRO DA SILVA,1,NA,yes,asphalt,residential,958.1868278512077
ALAMEDA RIO CLARO,NA,NA,no,asphalt,residential,280.4383758159367
ALAMEDA RIO PRETO,NA,NA,NA,NA,unclassified,542.9354819945193
ALAMEDA RODRIGO DE BRUM,NA,NA,NA,asphalt,residential,306.25082891053034
ALAMEDA RODRIGO MONTEIRO,NA,NA,NA,NA,residential,148.26226652541575
ALAMEDA ROGER ADAM,1.4,NA,yes,asphalt,primary,629.4810687657774
ALAMEDA RORAIMA,NA,NA,NA,NA,residential,1709.344101096673
ALAMEDA ROTARY CLUBE,NA,NA,yes,NA,residential,300.25240005583527
ALAMEDA ROUXINOL,NA,NA,yes,NA,residential,403.9099472277238
ALAMEDA RUFINO ALVES LOPES,NA,NA,NA,NA,residential,131.9234560409148
ALAMEDA SABIA,NA,NA,NA,NA,residential,197.43602568291118
ALAMEDA SACRAMENTOS,NA,NA,NA,paved,residential,603.6917243266563
ALAMEDA SANTO AMARO,2.7,NA,yes,asphalt,primary,917.8448370249565
ALAMEDA SANTO INACIO,NA,NA,NA,NA,residential,627.2263794545096
ALAMEDA SANTOS,2.86,42.14,yes,asphalt,tertiary,2595.714678693802
ALAMEDA SAO BERNARDO,NA,NA,no,NA,residential,336.3359492798292
ALAMEDA SAO CAETANO,1.96,NA,yes,asphalt,secondary,4747.853990584215
ALAMEDA SAO CARLOS,NA,NA,NA,unpaved,residential,1031.0146205140536
ALAMEDA SAO PAULO,NA,NA,NA,NA,residential,855.9658141902502
ALAMEDA SAPUCAIA,NA,30,NA,paved,residential,306.1477366265213
ALAMEDA SARGENTO ASSAD FERES,2,40,no,asphalt,secondary,442.7913436167505
ALAMEDA SARGENTO BASILIO NOGUEIRA DA COSTA,1,40,yes,asphalt,secondary,53.034874115652215
ALAMEDA SARGENTO JOSE PESSOTO SOBRINHO,NA,NA,NA,asphalt,residential,30.88130725224377
ALAMEDA SARUTAIA,2,40,no,asphalt,residential,441.7635118708039
ALAMEDA SEBASTIAO DO AMARAL,NA,NA,NA,asphalt,residential,665.2016748785145
ALAMEDA SEGUNDO SARGENTO ANDIRAS NOGUEIRA DE ABREU,NA,40,yes,asphalt,residential,647.0162753495039
ALAMEDA SEGUNDO SARGENTO FABIO PAVANI,1.71,NA,yes,asphalt,tertiary,451.0121093749788
ALAMEDA SEGUNDO SARGENTO GERALDO BERTI,1.64,39,yes,asphalt,secondary,693.9943749307376
ALAMEDA SEGUNDO SARGENTO JOSE PESSOTO SOBRINHO,NA,NA,yes,asphalt,residential,464.7249148952799
ALAMEDA SEGUNDO SARGENTO NEVIO BARACHO DOS SANTOS,1.5,45,no,asphalt,secondary,721.8012759153787
ALAMEDA SEGUNDO SARGENTO RUBENS LEITE,NA,40,NA,asphalt,residential,467.56788161144044
ALAMEDA SERRA NEGRA,NA,NA,no,NA,residential,184.6697423396182
ALAMEDA SHALLON ADONAI,NA,NA,NA,NA,service,103.98283204992167
ALAMEDA SIBIPIRUNA,NA,30,NA,paved,service,106.0812016446068
ALAMEDA SOMBREIRO,2,30,yes,paved,residential,294.16585741402463
ALAMEDA SUBTENENTE FRANCISCO HIERRO,NA,NA,yes,asphalt,residential,714.9525057861777
ALAMEDA SUECIA,NA,NA,NA,NA,residential,487.96135368842903
ALAMEDA SUICA,NA,NA,NA,unpaved,residential,266.14179465429237
ALAMEDA SUINAS,NA,NA,NA,NA,residential,212.27793789625238
ALAMEDA SUSANA,NA,NA,NA,NA,residential,194.35427561768057
ALAMEDA TARTARUGA,NA,NA,NA,NA,service,90.7785796776899
ALAMEDA TERCEIRO SARGENTO ALCIDES DE OLIVEIRA,2,40,NA,asphalt,secondary,614.1225836358617
ALAMEDA TERRACOTA,1.33,40,yes,asphalt,tertiary,1077.0373148044266
ALAMEDA TIETE,2,40,yes,asphalt,residential,1033.9295878393978
ALAMEDA TIMBAUBA,NA,NA,NA,NA,residential,115.55893843234756
ALAMEDA TIPUANAS,NA,NA,NA,unpaved,residential,514.8589084782155
ALAMEDA TIRIO,NA,NA,yes,asphalt,residential,231.8012335902003
ALAMEDA TOCAI,NA,NA,NA,asphalt,residential,312.3771258504058
ALAMEDA TREBBIANO,NA,NA,NA,asphalt,residential,753.9557215123166
ALAMEDA TRINTA E SEIS,NA,NA,NA,asphalt,residential,743.1422213392244
ALAMEDA TUCANOS,NA,NA,NA,NA,residential,237.85778026588332
ALAMEDA TUMUCUMAQUE,NA,NA,NA,NA,residential,709.6051779075588
ALAMEDA TUTOIA,2,NA,yes,NA,residential,770.0073673616149
ALAMEDA UANANA,2,NA,yes,asphalt,residential,227.03550878530785
ALAMEDA UAPIXANA,1,NA,yes,paved,residential,584.8087859977566
ALAMEDA UCRANIA,NA,NA,yes,asphalt,residential,781.1804689201666
ALAMEDA UIRAPURU,NA,NA,NA,NA,residential,359.8480727561398
ALAMEDA UMBURANA,NA,NA,NA,NA,residential,67.39818090480578
ALAMEDA URSO,NA,NA,NA,NA,service,162.02298980452454
ALAMEDA VALDEMAR FRANCISCO VIENA,NA,NA,NA,NA,residential,190.96988183503225
ALAMEDA VERAO,NA,NA,NA,paved,residential,100.71947667360256
ALAMEDA VEREADOR ALCIDES FERRACINI,NA,NA,NA,NA,residential,190.4133451504431
ALAMEDA VEREADOR DECIO PAZIN,NA,NA,NA,NA,residential,168.19513307830286
ALAMEDA VEREADOR SAVERIO AGOSTINELLI,NA,NA,NA,NA,residential,99.72081547076105
ALAMEDA VEREADOR SEBASTIAO PEREIRA DE ARAUJO,NA,NA,NA,NA,residential,144.22493907663025
ALAMEDA VICENTE PIZON,2.5,NA,yes,asphalt,residential,353.8250239909962
ALAMEDA VIEIRA DE CARVALHO,1.86,NA,yes,asphalt,secondary,614.4898845236997
ALAMEDA VINTE DE OITO DE SETEMBRO,NA,NA,yes,NA,residential,332.6003928776357
ALAMEDA VON MARTIUS,NA,NA,NA,asphalt,service,642.8107535918659
ALAMEDA WALDEMAR LUCIETTO,NA,NA,NA,NA,residential,411.23233224650465
ALAMEDA YAKULT,NA,40,NA,asphalt,unclassified,579.5720446671913
ALAMEDA YAYA,2,NA,NA,asphalt,tertiary,1559.7725404765542
ALAMEDA YPE ROXO,NA,30,NA,paved,residential,287.04826504196717
ALCA ACESSO RODOVIA ANHANGUERA,3,NA,yes,asphalt,secondary,625.3443329235643
ALCA DE ACESSO AO VIADUTO LUIZ MEIRA,1,NA,yes,NA,trunk_link,149.35121182694994
ALCA DE ACESSO PARA AV PETROBRAS,1.5,NA,yes,asphalt,motorway_link,543.135492538356
ALCA DE SAIDA DA RODOVIA DOS IMIGRANTES KM 16,2.5,40,yes,asphalt,motorway_link,183.6843789505105
ALLIBUS TRANSPORTES,NA,NA,NA,paved,service,527.2882111874372
ALMIRANTE CARLOS RAJA GABAGLIA,NA,NA,NA,NA,residential,167.66265941991966
AMORIM LANE,NA,NA,NA,NA,unclassified,57.09940648017545
ANA VILAFRANCA GENERALI,2,30,NA,asphalt,residential,272.62789238843675
ANEL VIARIO MARIO COVAS,1,65,yes,paved,trunk_link,423.02494230981574
ANEL VIARIO METROPOLITANO,3,NA,yes,paved,trunk,99.2003894040462
ANTONIO RIBEIRO DE MORAIS,NA,NA,NA,asphalt,residential,34.52292330495148
ARARAI,NA,NA,NA,asphalt,residential,369.9208858528544
AREA DE APOIO BANDEIRANTES,NA,NA,yes,concrete,service,222.96262755481453
ARSENIO TAVOLLERI,NA,NA,NA,NA,residential,90.47098379646266
ASCESSO,NA,NA,NA,asphalt,residential,47.657048305514245
ASCESSO A JACUPESSEGO,2,40,yes,paved,tertiary,165.23838232074638
AV AMANCIO GAIOLI  AGUA CHATA,NA,40,NA,NA,service,338.52016375232506
AV DANIEL JOSE DE CARVALHO,NA,NA,NA,asphalt,residential,313.692894715491
AV EMANCIPADOR I MANOEL,NA,NA,NA,asphalt,secondary,977.6453559398794
AVENIDA  AZALEIA,NA,NA,NA,NA,residential,98.03330561863677
AVENIDA 1,2.44,NA,yes,asphalt,secondary,2199.97314003011
AVENIDA 11 DE AGOSTO,2,40,yes,asphalt,tertiary,329.0371057314388
AVENIDA 11 DE JUNHO,2.5,50,yes,asphalt,residential,1193.2105426560656
AVENIDA 19 DE JANEIRO,2.29,NA,yes,asphalt,secondary,1163.446001323644
AVENIDA 2,NA,NA,yes,asphalt,residential,1071.8653527560489
AVENIDA 23 DE MAIO,2.67,45,yes,asphalt,residential,1057.2399212301254
AVENIDA 24 DE AGOSTO,1,NA,yes,asphalt,tertiary,185.485981543268
AVENIDA 24 DE FEVEREIRO,NA,NA,NA,asphalt,residential,768.7231508567052
AVENIDA 3,NA,NA,NA,asphalt,residential,223.209929256927
AVENIDA 31 DE MARCO,3,70,yes,asphalt,primary,9.156683793513498
AVENIDA 3A,NA,NA,NA,NA,residential,363.35563026190795
AVENIDA 6,NA,NA,NA,NA,residential,204.3630025890134
AVENIDA A,NA,NA,yes,asphalt,residential,1153.4126080044043
AVENIDA ABANEIRO,NA,NA,NA,asphalt,residential,158.36849981917885
AVENIDA ABRAHAO GONCALVES BRAGA,NA,NA,yes,asphalt,tertiary,439.39193939376213
AVENIDA ACADEMIA DE SAO PAULO,1,40,yes,asphalt,residential,875.1478678460062
AVENIDA ACAPULCO,NA,NA,NA,unpaved,residential,1250.0851317675076
AVENIDA ACLIMACAO,1.5,NA,yes,asphalt,tertiary,931.4057887544948
AVENIDA ACOCE,2,40,no,asphalt,residential,809.5211148436131
AVENIDA ADELAIDE,NA,NA,NA,NA,residential,457.94829647287906
AVENIDA ADELIA CHOHFI,3.08,58.46,yes,asphalt,trunk,3068.8371985120425
AVENIDA ADELINO JORGE MONTENEGRO,NA,NA,NA,asphalt,residential,208.56126627959213
AVENIDA ADILSON DIAS DE SOUZA,NA,NA,yes,asphalt,residential,739.1756324434075
AVENIDA ADKILSON DIAS DE SOUSA,NA,NA,NA,paved,residential,507.73175039234735
AVENIDA ADOLFO COELHO,NA,NA,no,asphalt,residential,808.7485386978746
AVENIDA ADOLFO PINHEIRO,3.6,50,yes,asphalt,primary,2904.8178096932033
AVENIDA ADRIANO BERTOZZI,2.47,49.33,yes,paved,secondary,2183.0976483284358
AVENIDA ADUTORA DO RIO CLARO,2.57,25,yes,asphalt,secondary,1954.264755859536
AVENIDA AFONSO DE SAMPAIO E SOUSA,2.9,50,yes,asphalt,secondary,7199.226461633333
AVENIDA AFONSO DESCRAGNOLE TAUNAY,3.25,50,yes,asphalt,trunk,4494.43077162658
AVENIDA AFONSO LOPES DE BAIAO,1,NA,no,asphalt,tertiary,1998.1103409733346
AVENIDA AFONSO MARIANO FAGUNDES,2.12,40,yes,asphalt,tertiary,1365.954633291374
AVENIDA AFONSO MONTEIRO DA CRUZ,2,40,yes,asphalt,tertiary,1934.5990002623062
AVENIDA AFONSO SCHIMIDT,NA,NA,no,NA,residential,1715.2973925560586
AVENIDA AFRANIO PEIXOTO,2.28,50,yes,asphalt,secondary,1567.9027849108686
AVENIDA AGAMI,NA,40,yes,asphalt,residential,428.45461700713076
AVENIDA AGENOR COUTO DE MAGALHAES,1.56,37.69,yes,asphalt,tertiary,2414.150018849645
AVENIDA AGENOR DE OLIVEIRA,NA,NA,yes,NA,residential,843.287895393473
AVENIDA AGOSTINHO RUBIN,2,40,no,asphalt,secondary,775.4486232561653
AVENIDA AGUA FRIA,2.68,49.33,no,asphalt,secondary,2138.3031913608215
AVENIDA AGUA FUNDA,2,40,no,asphalt,secondary,2324.896404382573
AVENIDA AGUA VERMELHA,NA,NA,NA,asphalt,residential,1867.4716377890325
AVENIDA AGUANIL,NA,NA,NA,NA,residential,441.0694541188822
AVENIDA AGUAS DE SAO PEDRO,1,40,yes,asphalt,secondary,701.3711825424111
AVENIDA AGUAS MARINHAS,NA,NA,no,NA,residential,468.1209130811232
AVENIDA AGUIA DE HAIA,2,47.36,yes,asphalt,secondary,9609.930843359036
AVENIDA AGUIAR DA BEIRA,2.11,NA,yes,asphalt,secondary,2539.6742962523867
AVENIDA AILTON TEDESCHI,NA,NA,NA,asphalt,residential,218.16552142011543
AVENIDA AIMARA,1.88,40,yes,asphalt,secondary,915.6506600566557
AVENIDA AIRTON PRETINI,2.62,50,yes,paved,secondary,1815.027895095441
AVENIDA AJARANI,3.5,NA,no,asphalt,tertiary,575.8738967644448
AVENIDA ALBERT BARTHOLOME,NA,NA,yes,asphalt,residential,920.4462831435359
AVENIDA ALBERT EINSTEIN,NA,NA,yes,NA,residential,2091.5948902926148
AVENIDA ALBERT LEON C CALMETTE  JEAN C GUERIN,NA,NA,yes,NA,service,336.5249954942502
AVENIDA ALBERT SCHWEITZER,NA,56,yes,asphalt,residential,663.175115375336
AVENIDA ALBERTO AUGUSTO ALVES,2.83,50,yes,asphalt,primary,481.0462415547264
AVENIDA ALBERTO BYINGTON,2,42.86,no,asphalt,tertiary,2841.970310979202
AVENIDA ALBERTO CAMUS,NA,NA,no,asphalt,residential,769.6188898915419
AVENIDA ALBERTO DE FARIA CARDOSO,NA,NA,yes,asphalt,residential,474.54775801572697
AVENIDA ALBERTO FERREIRA LOPES,2.88,50,yes,asphalt,secondary,532.7854746838195
AVENIDA ALBERTO FONTANA,NA,NA,yes,asphalt,residential,546.3944552932924
AVENIDA ALBERTO JAFET,1.71,40,yes,asphalt,tertiary,1037.3402339120396
AVENIDA ALBERTO RAMOS,2,NA,no,asphalt,secondary,1333.4758301426225
AVENIDA ALBERTO SANTOS DUMONT,2,NA,yes,asphalt,residential,1052.8009116621995
AVENIDA ALBERTO VICENTE CARDOSO,NA,NA,NA,asphalt,residential,664.9815975669112
AVENIDA ALBINO FRANCISCO FIGUEIREDO,NA,NA,NA,asphalt,secondary,1561.6570999624462
AVENIDA ALCANTARA MACHADO,3.38,50,yes,asphalt,trunk,13307.209252339337
AVENIDA ALCIDES DE ARAUJO,NA,NA,NA,NA,residential,89.40295956741815
AVENIDA ALCINDO FERREIRA,NA,NA,yes,NA,residential,1017.3259939143329
AVENIDA ALDA,1.53,49.67,yes,asphalt,secondary,4329.291341608321
AVENIDA ALDEIA MANUEL ANTONIO,1.25,NA,yes,asphalt,tertiary,552.2388998991837
AVENIDA ALDINO PINOTTI,3.44,48.24,yes,asphalt,secondary,1889.8049366823625
